0.2784				0.5409				0.057028501646106754				0.04379794515727878
0.5568				0.4857				0.03940685219603312				0.028448198536990002
0.83515				0.4188				0.030510981629570687				0.02185520532962342
1.11365				0.344				0.02529584946191766				0.017439323381370046
1.392				0.2721				0.020388722372919787				0.013732079230764728
1.67				0.2092				0.015791770008456937				0.010834205093129812
1.9485				0.1592				0.012093386622447825				0.008532877591996734
2.227				0.1212				0.009390420650854783				0.006824954212300622
2.5055				0.0925				0.0073824115301167				0.005608921464952062
2.784				0.07004				0.005938114178760796				0.004708895836605435
3.062				0.05239				0.004843397567823645				0.003999212422465204
3.3405				0.03845				0.004005246559202067				0.0033092748450378063
3.619				0.02767				0.0032614260684553312				0.0026072590972130104
3.8975				0.01977				0.0025597851472340407				0.0019972230721679537
4.176				0.01423				0.0019596938536414303				0.0015463828762631846
4.454				0.01039				0.0014848905683584903				0.001217579566188592
4.7325				0.0076				0.0011734138229968147				0.0009843271813782246
5.011				0.00555				0.0009581753492967766				0.0008077747210701756
5.289				0.00402				0.0008221921916437786				0.0006815423684555495
5.5675				0.00271				0.0006800735254367721				0.0005758472019555187
6.1245				0.0012				0.00034481879299133334				0.00028792360097775935
7.238				0.000351				0.0001233693641063291				8.947066558375431e-05
8.63				3.42e-05				2.0716177253537876e-05				1.8505404615949364e-05
