0.16773				0.6398				0.09792772845318123				0.08674422170957556
0.33545				0.6184				0.06235847977621007				0.0509715606980991
0.50315				0.5705				0.04208039923764983				0.030411346566701053
0.67085				0.4929				0.03267414880299103				0.01833248482884958
0.83855				0.411				0.027373162038756137				0.01414213562373095
1.0062				0.3422				0.022771253808255707				0.012529964086141668
1.174				0.2894				0.018569060288555258				0.010522357150372724
1.342				0.2484				0.014975313018431368				0.008631338250816035
1.5095				0.2148				0.01219262071910711				0.007061161377563892
1.677				0.1859				0.009899494936611665				0.005869412236331676
1.845				0.1609				0.008104936767180852				0.004972926703662542
2.0125				0.1397				0.006806614430096654				0.004464302857109943
2.18				0.1213				0.00582494635168428				0.004080441152620633
2.348				0.1049				0.005021951811795888				0.003764306044943742
2.516				0.0905				0.004414748010928823				0.0035440090293338703
2.6835				0.07793				0.004001962018810273				0.003402425605358624
2.851				0.0668				0.0036598633854284784				0.0032252286740632827
3.019				0.05697				0.0033786683767425296				0.0030316002374983415
3.1865				0.04842				0.003114498354470588				0.0028256149773102494
3.354				0.04109				0.0028645767575682097				0.002604400122868988
3.522				0.03483				0.0026268802789621002				0.002395600133578223
3.69				0.02945				0.0024085265205099986				0.0021964061555186007
3.8575				0.02479				0.002204948979001555				0.0020028230076569423
4.025				0.02078				0.0020110942295178515				0.0018189282558693733
4.193				0.01737				0.0018269373278796404				0.001635145253486674
4.3605				0.01448				0.0016428329190760697				0.00146102703602637
4.528				0.012				0.0014712239802287075				0.0012997307413460681
4.696				0.00987				0.0013064838307457157				0.001144901742508937
4.864				0.00807				0.0011448143954370946				0.001003045362882457
5.0315				0.00657				0.0009992997548283497				0.000867294644281861
5.199				0.00535				0.0008633075929238663				0.0007502666192761077
5.367				0.00434				0.00074				0.0006462197768561405
5.535				0.0035				0.0006356886030125127				0.0005515432893255072
5.7025				0.00282				0.0005408326913195985				0.00046615448083226656
5.87				0.00223				0.000455411901469428				0.0003992492955535426
6.1215				0.001456				0.00030801623333843954				0.00026463937726649826
6.7085				0.000737				0.00016428329190760696				0.00013756816492197603
7.5475				0.000296				8.00812087820857e-05				6.673080248281149e-05
8.386				7.7e-05				3.269556544854363e-05				2.6419689627245814e-05
9.2245				1.13e-05				9.052071586106686e-06				7.92022726946645e-06
