1	0.015881795628673		0.00E+00	0	0.0048259714	0.004110961
2	0.016977091878926		0.00E+00	0	0.0051662365	0.0047801674
3	0.019605802879534		0.00E+00	0	0.0062585941	0.0060638272
4	0.022124984255116		0.00E+00	0	0.0069231496	0.0066287254
5	0.025301343380851		0.00E+00	0	0.0069231496	0.0066287254
6	0.028258643256535		0.00E+00	0	0.0063560994	0.0061611687
7	0.030449235757041		0.00E+00	0	0.0055542776	0.0051662365
8	0.032201709757447		0.00E+00	0	0.0046840154	0.0043011626
9	0.033735124507801		0.00E+00	0	0.0040162171	0.0036400549
10	0.034720891133029		0.00E+00	0.00E+00	0.0033615473	0.0029966648
11	0.03493995038308		0.00E+00	0.00E+00	0.0031780497	0.0027294688
12	0.034392302257953		0.00E+00	0.00E+00	0.0030870698	0.002641969
13	0.0332970060077		0.00E+00	0.00E+00	0.0029068884	0.0024698178
14	0.031982650507396		0.00E+00	0.00E+00	0.0028178006	0.0023021729
15	0.030668295007092		0.00E+00	0.00E+00	0.0025942244	0.0021633308
16	0.029463469131814		0.00E+00	0.00E+00	0.0025059928	0.0020808652
17	0.02814911363151		0	0.00E+00	2.42E-03	0.002
18	0.026834758131206		0	0.00E+00	2.33E-03	0.0019209373
19	0.025520402630902		0	0.00E+00	2.25E-03	0.0018439089
20	0.024315576755623		0	0.00E+00	2.11E-03	0.0017029386
21	0.023110750880344		0	0.00E+00	2.02E-03	0.0016278821
22	0.022015454630091		0	0.00E+00	1.94E-03	0.0015556349
23	0.021029688004863		0.00E+00	0.00E+00	0.0018027756	0.0014866069
24	0.020043921379635		0.00E+00	0.00E+00	0.0017204651	0.0014142136
25	0.019167684379433		0.00E+00	0.00E+00	0.0016401219	0.0013453624
26	0.018324306266738		0.00E+00	0.00E+00	0.0015711461	0.001317953
27	0.017612363704073		0.00E+00	0.00E+00	0.001498032	0.0012625371
28	0.016933280028916		0.00E+00	0.00E+00	0.0015541557	0.0012291867
29	0.016287055241266		0.00E+00	0.00E+00	0.0014080128	0.0012121056
30	1.57E-02		0.00E+00	0.00E+00	0.0013717872	0.0012020815
31	1.51E-02		0.00E+00	0.00E+00	0.0013296616	0.0011764353
32	0.014370286803323		0.00E+00	0.00E+00	0.00128082	0.0011428473
33	0.013603579428146		0.00E+00	0.00E+00	1.22E-03	0.0010955364
34	0.012880683902979		0.00E+00	0.00E+00	1.18E-03	0.0010568822
35	0.012223506152827		0.00E+00	0.00E+00	1.14E-03	0.0010187247
36	0.011642999140193		0.00E+00	0.00E+00	1.10E-03	0.00099985
37	0.011128209902573		0.00E+00	0.00E+00	1.06E-03	0.000976166
38	0.01094200954003		0.00E+00	0.00E+00	1.07E-03	0.001020833
39	0.010306737714884		0.00E+00	0.00E+00	1.02E-03	0.0009441398
40	0.010021960689818		0.00E+00	0.00E+00	9.85E-04	0.0009217917
41	0.009693371814742		0.00E+00	0.00E+00	0.0009596353	0.0009035486
42	0.009331924052158		0.00E+00	0.00E+00	0.0009433981	0.00089
43	0.009014288139585		0.00E+00	0.00E+00	0.0009192388	0.0008723531
44	0.008773322964529		0.00E+00	0.00E+00	0.0008955445	0.0008549269
45	0.008510451864468		0.00E+00	0.00E+00	0.0008683317	0.0008325863
46	0.008192815951895		0.00E+00	0.00E+00	0.0008372574	0.0008011242
47	0.007798509301803		0.00E+00	0.00E+00	0.0008112336	0.0007826238
48	0.007360390801702		0.00E+00	0.00E+00	0.0008045496	0.0007741447
49	0.006955131189108		0.00E+00	0.00E+00	0.0007793587	0.0007430343
50	0.006582730464022		0.00E+00	0.00E+00	0.0007516648	0.0007306162
51	0.006188423813931		0.00E+00	0.00E+00	0.0007211103	0.0006997142
52	0.005805070126342		0.00E+00	0.00E+00	0.0006933974	0.0006723095
53	0.005465528288764		0.00E+00	0.00E+00	0.0006489992	0.0006381222
55	0.004895974238632		0.00E+00	0.00E+00	0.0005738467	0.0005360037
57	0.004403090926018		0.00E+00	0.00E+00	0.0004810405	0.0004482187
59	0.003954019463414		0.00E+00	0.00E+00	0.0004036087	0.0003841875
61	0.003548759850821		0.00E+00	0	0.0003420526	0.0003420526
63	0.003055876538207		0.00E+00	0	0.000304795	0.0003397058
66	0.002749193588136		0.00E+00	0	0.0002969848	0.0003744329
69	0.001960580287953		0.00E+00	0	0.0003001666	0.0002915476
73	0.001336261425309		0.00E+00	0	0.0002282542	0.0002024846
78	0.000923334738964	0	0.00E+00	0.0001478276	0.0001277811	
83	0.000697703711411	0	0.00E+00	0.0001004191	9.90E-05	
88	0.000581602308884	0	0.00E+00	0.00012245	1.26E-04	
93	0.000464405610107	0	0.00E+00	1.15E-04	1.15E-04	
98	0.000296825283819	0	0.00E+00	1.03E-04	9.69E-05	
103	0.000136912031282	0	0.00E+00	6.44E-05	5.74E-05	
108	6.57177750151972E-05		0.00E+00	0.00E+00	4.34E-05	4.10E-05
113	4.81930350111446E-05	0	0.00E+00	3.70E-05	3.5805E-05	

